Code;Classification;Cause;Measures to take when an alert occurs;Estimated abnormal parts;Correction;Note;Solution;Faulty part isolation DIPSW;Control during the detachment
C-6A99;IQ-501: Paper temperatures receiving timeout (scanner unit/1, scanner unit/2, colorimeter unit);The paper temperature is not noticed within a specific period of time.;when an alert occurs The main body and the option stop immediately.;• Paper temperature sensor (TEMS4);Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior confirmation • Check the communication wirings. 2. Replace TEMS4.;Control while detached;
C-6AC0;IQ-501: Thread software error;The thread software detects the inside condition abnormality.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 5. Replace VICB and VIFB.;1. Prior check • Check the connection of the I/F cable/3 and the connection of the I/F cable/4. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and the IQ relay board (PCB6), CN501 and CN502 of VIFB, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 3. Replace the I/F cable/3 and the I/F cable/4. 4. Replace ?SDC.;;
C-6AC0;IQ-501: Thread software error;The thread software detects the inside condition abnormality.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • I/F cable/B (AC5KN270) • I/F cable/C (AC5KN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB) • UK image processing board (IPB/U);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 7. Replace VICB and VIFB. 8. Replace IPB/U.;1. Prior check • Check the connection of the I/F cable/3, I/F cable/4, I/F cable/B and I/F cable/C. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and IPB/U, CN501 and CN502 of VIFB, CN501 and CN502 of IPB/U, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between IPB/U and the IQ relay board (PCB6), CN201 and CN202 of IPB/U, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 4. Replace the I/F cable/3 and the I/F cable/4. 5. Replace the I/F cable/B and I/F cable/C. 6. Replace ?SDC.;;
C-6AC1;IQ-501: Scanner image processing DMA abnormality;An abnormality is detected during the operation of the scanner image processing DMA.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 5. Replace VICB and VIFB.;1. Prior check • Check the connection of the I/F cable/3 and the connection of the I/F cable/4. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and the IQ relay board (PCB6), CN501 and CN502 of VIFB, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 3. Replace the I/F cable/3 and the I/F cable/4. 4. Replace ?SDC.;;
C-6AC1;IQ-501: Scanner image processing DMA abnormality;An abnormality is detected during the operation of the scanner image processing DMA.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • I/F cable/B (AC5KN270) • I/F cable/C (AC5KN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB) • UK image processing board (IPB/U);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 7. Replace VICB and VIFB. 8. Replace IPB/U.;1. Prior check • Check the connection of the I/F cable/3, I/F cable/4, I/F cable/B and I/F cable/C. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and IPB/U, CN501 and CN502 of VIFB, CN501 and CN502 of IPB/U, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between IPB/U and the IQ relay board (PCB6), CN201 and CN202 of IPB/U, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 4. Replace the I/F cable/3 and the I/F cable/4. 5. Replace the I/F cable/B and I/F cable/C. 6. Replace ?SDC.;;
C-6AC2;IQ-501: Resolution change DMA abnormality;An abnormality is detected during the operation of the resolution change DMA.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 5. Replace VICB and VIFB.;1. Prior check • Check the connection of the I/F cable/3 and the connection of the I/F cable/4. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and the IQ relay board (PCB6), CN501 and CN502 of VIFB, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 3. Replace the I/F cable/3 and the I/F cable/4. 4. Replace ?SDC.;;
C-6AC2;IQ-501: Resolution change DMA abnormality;An abnormality is detected during the operation of the resolution change DMA.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • I/F cable/B (AC5KN270) • I/F cable/C (AC5KN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB) • UK image processing board (IPB/U);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 7. Replace VICB and VIFB. 8. Replace IPB/U.;1. Prior check • Check the connection of the I/F cable/3, I/F cable/4, I/F cable/B and I/F cable/C. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and IPB/U, CN501 and CN502 of VIFB, CN501 and CN502 of IPB/U, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between IPB/U and the IQ relay board (PCB6), CN201 and CN202 of IPB/U, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 4. Replace the I/F cable/3 and the I/F cable/4. 5. Replace the I/F cable/B and I/F cable/C. 6. Replace ?SDC.;;
C-6AC3;IQ-501: JPEG compression DMA abnormality;An abnormality is detected during the operation of the JPEG compression DMA.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 5. Replace VICB and VIFB.;1. Prior check • Check the connection of the I/F cable/3 and the connection of the I/F cable/4. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and the IQ relay board (PCB6), CN501 and CN502 of VIFB, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 3. Replace the I/F cable/3 and the I/F cable/4. 4. Replace ?SDC.;;
C-6AC3;IQ-501: JPEG compression DMA abnormality;An abnormality is detected during the operation of the JPEG compression DMA.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • I/F cable/B (AC5KN270) • I/F cable/C (AC5KN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB) • UK image processing board (IPB/U);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 7. Replace VICB and VIFB. 8. Replace IPB/U.;1. Prior check • Check the connection of the I/F cable/3, I/F cable/4, I/F cable/B and I/F cable/C. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and IPB/U, CN501 and CN502 of VIFB, CN501 and CN502 of IPB/U, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between IPB/U and the IQ relay board (PCB6), CN201 and CN202 of IPB/U, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 4. Replace the I/F cable/3 and the I/F cable/4. 5. Replace the I/F cable/B and I/F cable/C. 6. Replace ?SDC.;;
C-6AC4;IQ-501: Data transmission abnormality;An abnormality is detected during the operation of the data transmission DMA.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 5. Replace VICB and VIFB.;1. Prior check • Check the connection of the I/F cable/3 and the connection of the I/F cable/4. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and the IQ relay board (PCB6), CN501 and CN502 of VIFB, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 3. Replace the I/F cable/3 and the I/F cable/4. 4. Replace ?SDC.;;
C-6AC4;IQ-501: Data transmission abnormality;An abnormality is detected during the operation of the data transmission DMA.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • I/F cable/B (AC5KN270) • I/F cable/C (AC5KN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB) • UK image processing board (IPB/U);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 7. Replace VICB and VIFB. 8. Replace IPB/U.;1. Prior check • Check the connection of the I/F cable/3, I/F cable/4, I/F cable/B and I/F cable/C. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and IPB/U, CN501 and CN502 of VIFB, CN501 and CN502 of IPB/U, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between IPB/U and the IQ relay board (PCB6), CN201 and CN202 of IPB/U, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 4. Replace the I/F cable/3 and the I/F cable/4. 5. Replace the I/F cable/B and I/F cable/C. 6. Replace ?SDC.;;
C-6AC5;IQ-501: Other DMA abnormality;Other DMA abnormality is detected.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 5. Replace VICB and VIFB.;1. Prior check • Check the connection of the I/F cable/3 and the connection of the I/F cable/4. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and the IQ relay board (PCB6), CN501 and CN502 of VIFB, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 3. Replace the I/F cable/3 and the I/F cable/4. 4. Replace ?SDC.;;
C-6AC5;IQ-501: Other DMA abnormality;Other DMA abnormality is detected.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • I/F cable/B (AC5KN270) • I/F cable/C (AC5KN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB) • UK image processing board (IPB/U);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 7. Replace VICB and VIFB. 8. Replace IPB/U.;1. Prior check • Check the connection of the I/F cable/3, I/F cable/4, I/F cable/B and I/F cable/C. • Check the connector and the wiring of VIF board (VIFB). 2. Check the connector connection between VIFB and IPB/U, CN501 and CN502 of VIFB, CN501 and CN502 of IPB/U, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between IPB/U and the IQ relay board (PCB6), CN201 and CN202 of IPB/U, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 4. Replace the I/F cable/3 and the I/F cable/4. 5. Replace the I/F cable/B and I/F cable/C. 6. Replace ?SDC.;;
C-6B01;IQ-501: Image data abnormality (scanner unit/1, scanner unit/2);The print contents area cannot be detected from the scanner image.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 6. Replace VICB and VIFB.;1. Prior check • Check that PFU, the main body, RU, and IQ-501 are installed properly. • Check the paper setting. • Check whether the scanner unit/1 and the scanner unit/2 is clean. • Check whether the high density paper is not used. • Check the connector and the wiring of VIF board (VIFB). • Check the wiring of the scanner unit/1 and the scanner unit/2. 2. Check the lightning of the exposure LED/1 (LED1) and the exposure LED/2 (LED2) during the initialization sequence after the machine is booted. 3. Check the connector connection between VIFB and the IQ relay board (PCB6), CN501 and CN502 of VIFB, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 4. Replace the I/F cable/3 and the I/F cable/4. 5. Replace ?SDC.;;
C-6B01;IQ-501: Image data abnormality (scanner unit/1, scanner unit/2);The print contents area cannot be detected from the scanner image.;when an alert occurs The main body and the option stop immediately.;• I/F cable/3 (AAANN270) • I/F cable/4 (AAANN271) • I/F cable/B (AC5KN270) • I/F cable/C (AC5KN271) • MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB) • UK image processing board (IPB/U);;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 8. Replace VICB and VIFB. 9. Replace IPB/U.;1. Prior check • Check that PFU, the main body, RU, and IQ-501 are installed properly. • Check the paper setting. • Check whether the scanner unit/1 and the scanner unit/2 is clean. • Check whether the high density paper is not used. • Check the connector and the wiring of VIF board (VIFB). • Check the wiring of the scanner unit/1 and the scanner unit/2. 2. Check the lightning of the exposure LED/1 (LED1) and the exposure LED/2 (LED2) during the initialization sequence after the machine is booted. 3. Check the connector connection between VIFB and IPB/U, CN501 and CN502 of VIFB, CN501 and CN502 of IPB/U, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between IPB/U and the IQ relay board (PCB6), CN201 and CN202 of IPB/U, CN103 and CN104 of PCB6, and the wiring. Then repair it when there is any abnormality. 5. Replace the I/F cable/3 and the I/F cable/4. 6. Replace the I/F cable/B and I/F cable/C. 7. Replace ?SDC.;;
C-6B31;IQ-501: Scanner LUT Interpolation not performed error (scanner unit/1);When the Scanner LUT Interpolation is not performed, the Auto Image Adjustment (Position/Gradation) is executed on the scanner unit/1.;when an alert occurs The main body and the option stop immediately.;• -;;"- The message """"Please call service"""" is displayed on the panel.";1. Prior confirmation • Perform the Scanner LUT Interpolation.;Control while detached;
C-6B41;Main body: Analysis area abnormality of image diagnostic chart;When the image diagnostic chart is analyzed, an abnormality of the printing area size is detected.;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;- Do not deactivate and activate the main power until you acquire the log data. - After you acquire the log data, deactivate and activate the main power, and check that the error is resolved.;1. When the SC occurs, store the log in either of the following measures. • [Service Mode] - [Log Store] - [Execute Log Storing] - [Log+IQ Image Manual Store] • [Utility] - [System Information] - [Store Log & IQ Image] 2. Report to KM with the log data.;;
C-6B42;IQ-501: Gamma abnormality on the color density control;The generated gamma curve has an abnormality.;when an alert occurs The main body and the option stop immediately.;• -;;- Do not deactivate and activate the main power until you acquire the log data. - After you acquire the log data, deactivate and activate the main power, and check that the error is resolved.;"1. When SC occurs, store the log with the """"Log Store"""" in the service mode. (Refer to I.4.27 Log Store) 2. Report it to KM with the log data.";;
C-6B43;IQ-501: Correction result abnormality on the color density control;There is a large gap between the correction result and the target.;when an alert occurs The main body and the option stop immediately.;• -;;- Do not deactivate and activate the main power until you acquire the log data. - After you acquire the log data, deactivate and activate the main power, and check that the error is resolved.;1. If SC occurs, store the log in either of the following measures. • [Service] - [Log Store] - [Execute Log Storing] - [Log+IQ Image Manual Store] • [UTILITY] - [System Information] - [Store Log & IQ Image] 2. Report it to KM with the log data.;;
C-6BFF;IQ-501: Program error;Software bug (such as an illegal memory access or a parameter error).;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. When the SC occurs, store the log in either of the following measures. • [Service Mode] - [Log Store] - [Execute Log Storing] - [Log+IQ Image Manual Store] • [Utility] - [System Information] - [Store Log & IQ Image] 2. Report it to KM with the log data. • Do not deactivate and activate the main power until you acquire the log data. • After you acquire the log data, deactivate and activate the main power, and check that the error is resolved.;;
C-6C01;IQ-501: Message queue error;The message queue is insufficient or destroyed.;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. If the error is detected again, store the logs with [Log Store] on the service mode. 4. Report it to Konica Minolta with the log data.;;
C-6C02;IQ-501: Message and method parameters invalid;The parameter value exceeds the permissible range.;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. If the error is detected again, store the logs with [Log Store] on the service mode. 4. Report it to Konica Minolta with the log data.;;
C-6C03;IQ-501: Task invalid;The task that sends the message queue is undefined ID.;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. If the error is detected again, store the logs with [Log Store] on the service mode. 4. Report it to Konica Minolta with the log data.;;
C-6C04;IQ-501: Event invalid;The receiving event of the message is undefined.;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. If the error is detected again, store the logs with [Log Store] on the service mode. 4. Report it to Konica Minolta with the log data.;;
C-6C05;IQ-501: Memory access abnormality;There is an improper demand in the message to the memory manager.;when an alert occurs The main body and the option stop immediately.;• MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 4. Replace VICB and VIFB. 5. If the error is detected again, store the logs with [Log Store] on the service mode. 6. Report it to Konica Minolta with the log data.;1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. Replace ?SDC.;;
C-6C06;IQ-501: Header access abnormality;An abnormality occurs in the header readout address.;when an alert occurs The main body and the option stop immediately.;• MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);Deactivate and activate the sub power switch (SW2) of the main body.;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 4. Replace VICB and VIFB. 5. If the error is detected again, store the logs with [Log Store] on the service mode. 6. Report it to Konica Minolta with the log data.;1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. Replace ?SDC.;;
C-6C20;IQ-501: Overflow of the communication receiving buffer;The received data from the IQ-501 exceeds the upper limit of the receiving buffer of the main body.;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. If the error is detected again, store the logs with [Log Store] on the service mode. 4. Report it to Konica Minolta with the log data.;;
C-6C21;IQ-501: Communication sending timeout;Time out occurs before the main body completes sending data.;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. If the error is detected again, store the logs with [Log Store] on the service mode. 4. Report it to Konica Minolta with the log data.;;
C-6C22;IQ-501: Overflow of the communication receiving buffer with the main body;The received data from the main body exceeds the upper limit of the receiving buffer of the IQ-501.;when an alert occurs The main body and the option stop immediately.;• -;Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Prior check • Deactivate and activate the main power, and check that the error is resolved. 2. Reinstall the VI-514 (ISW target: Q3) firmware. 3. If the error is detected again, store the logs with [Log Store] on the service mode. 4. Report it to Konica Minolta with the log data.;;
C-6C06;IQ-501: SSD read or write abnormality;Failed to access the SSD area.;when an alert occurs The main body and the option stop immediately.;• MicroSD card (?SDC) • VI control board (VICB) • VIF board (VIFB);;- After you replace ?SDC, reinstall the VI-514 firmware (ISW target: Q3). 2. Replace VICB and VIFB.;1. Replace ?SDC.;;
C-6F01;Main body: Scanner sequence abnormality1;When DF reads the original, an error occurs with the original conveyance control and the interval between the original conveyance becomes shorter than the prescribed value.;when an alert occurs The main body and the option stop immediately.;• Image processing board (IPB) • Scanner drive board (SCDB) • DF control board (DFCB);Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please call service"""" is displayed on the panel.";1. Perform the IO Check (99-70) and check if there is a problem with IPB. • When the results are abnormal, perform solution 3 and solution 6. • When the results are normal, perform following solutions other than solution 6. 2. Check the connector connection between DFCB and SCDB, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between SCDB and IPB, and the wiring. Then repair it when there is any abnormality. 4. Replace DFCB. 5. Replace SCDB. 6. Replace IPB.;;
C-6F02;Main body: Scanner sequence abnormality 2;Even after a specified period of time after the DF starts the original reading operation, it is not completed.;when an alert occurs The main body and the option stop immediately.;• Image processing board (IPB) • Overall control board (OACB);Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please call service"""" is displayed on the panel.";1. Perform the IO Check (99-70) and check if there is a problem with IPB. • When the results are abnormal, perform solution 3 and solution 6. • When the results are normal, perform following solutions other than solution 6. 2. Check the connector connection between DFCB and SCDB, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between SCDB and IPB, and the wiring. Then repair it when there is any abnormality. 4. Replace DFCB. 5. Replace SCDB. 6. Replace IPB.;;
C-7001;Main body: Communication error;Communication error.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);Deactivate and activate the sub power switch (SW2) of the main body.;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between the main body and the post processing machine, and the wiring. Then repair it if any abnormality. 2. Replace PRCB.;;
C-7101;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP36 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the tacking fan/4 (FM35), CN112 of PRCB, CN490 (Relay connector), CN489 (Relay connector), CN487 of FM35, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7102;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP37 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the tacking fan/5 (FM36), CN112 of PRCB, CN490 (Relay connector), CN489 (Relay connector), CN488 of FM36, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7103;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP13 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the IM control board (IMCB), CN155 of PRCB, CN802 (Relay connector), CNM2 of IMCB, and the wiring. Then repair it when there is any abnormality. 2. Replace PRCB.;;
C-7104;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP1 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the erase lamp/Y (EL1), CN121 of PRCB, CN241 (Relay connector), CN482 (Relay connector), CN217 of EL1, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PRCB and the erase lamp/M (EL2), CN121 of PRCB, CN241 (Relay connector), CN482 (Relay connector), CN218 of EL2, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between PRCB and the erase lamp/C (EL4), CN121 of PRCB, CN241 (Relay connector), CN482 (Relay connector), CN219 of EL4, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between PRCB and the erase lamp/K (EL3), CN121 of PRCB, CN241 (Relay connector), CN482 (Relay connector), CN220 of EL3, and the wiring. Then repair it when there is any abnormality. 5. Replace PRCB.;;
C-7105;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP3 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the toner bottle clutch/Y (CL10), CN146 of PRCB, CN235 (Relay connector), CN211 of CL10, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PRCB and the toner bottle clutch/Y (CL11), CN146 of PRCB, CN235 (Relay connector), CN210 of CL11, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between PRCB and the toner bottle clutch/Y (CL12), CN146 of PRCB, CN235 (Relay connector), CN209 of CL12, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between PRCB and the toner bottle clutch/Y (CL13), CN146 of PRCB, CN235 (Relay connector), CN208 of CL13, and the wiring. Then repair it when there is any abnormality. 5. Replace PRCB.;;
C-7106;Main body: Printer control board ICP blowout;When a specified period of time elapses after the power becomes active, an error detection signal of ICP4 is detected continuously for a specified period of time.;when an alert occurs The main body and the option stop immediately.;• Printer control board (PRCB);;"- The message """"Please turn on power again"""" is displayed on the touch panel.";1. Check the connector connection between PRCB and the paper feed clutch/1 (CL1), CN114 of PRCB, CN378 (Relay connector), CN376 (Relay connector), CN334 of CL1, and the wiring. Then repair it when there is any abnormality. 2. Check the connector connection between PRCB and the paper feed clutch/2 (CL2), CN114 of PRCB, CN375 (Relay connector), CN373 (Relay connector), CN344 of CL2, and the wiring. Then repair it when there is any abnormality. 3. Check the connector connection between PRCB and the pre-registration clutch/1 (CL3), CN114 of PRCB, CN378 (Relay connector), CN376 (Relay connector), CN335 of CL3, and the wiring. Then repair it when there is any abnormality. 4. Check the connector connection between PRCB and the pre-registration clutch/2 (CL4), CN114 of PRCB, CN375 (Relay connector), CN373 (Relay connector), CN345 of CL4, and the wiring. Then repair it when there is any abnormality. 5. Check the connector connection between PRCB and the intermediate conveyance clutch/1 (CL5), CN108 of PRCB, CN330 (Relay connector), CN325 of CL5, and the wiring. Then repair it when there is any abnormality. 6. Replace PRCB.;;
